file_urls,filename,files
http://www.bitsavers.org/pdf/sony/floppy/9-975-176-01_MP-F53W_Product_Specifications_Sep85.pdf,9-975-176-01_MP-F53W_Product_Specifications_Sep85.pdf,"[{'url': 'http://www.bitsavers.org/pdf/sony/floppy/9-975-176-01_MP-F53W_Product_Specifications_Sep85.pdf', 'path': 'full/9-975-176-01_MP-F53W_Product_Specifications_Sep85.pdf.pdf', 'checksum': 'ad76f6961c295be708e2e6e043b6e398', 'status': 'downloaded'}]"
http://www.bitsavers.org/pdf/sony/floppy/Sony_1in_High_Floppy_Brochure.pdf,Sony_1in_High_Floppy_Brochure.pdf,"[{'url': 'http://www.bitsavers.org/pdf/sony/floppy/Sony_1in_High_Floppy_Brochure.pdf', 'path': 'full/Sony_1in_High_Floppy_Brochure.pdf.pdf', 'checksum': 'ff0a379e9544dd1d30cbd419f2877084', 'status': 'downloaded'}]"
http://www.bitsavers.org/pdf/sony/floppy/Sony_Microfloppy_Disk_Drive_OA-D32W_OA_D32V_OEM_Manual_Sep83.pdf,Sony_Microfloppy_Disk_Drive_OA-D32W_OA_D32V_OEM_Manual_Sep83.pdf,"[{'url': 'http://www.bitsavers.org/pdf/sony/floppy/Sony_Microfloppy_Disk_Drive_OA-D32W_OA_D32V_OEM_Manual_Sep83.pdf', 'path': 'full/Sony_Microfloppy_Disk_Drive_OA-D32W_OA_D32V_OEM_Manual_Sep83.pdf.pdf', 'checksum': 'c5d20646071722d81546a5d795eb7f41', 'status': 'downloaded'}]"
http://www.bitsavers.org/pdf/sony/floppy/Sony_Micro_Floppy_Disk_Drive_Model_0A-D30V_OEM_Manual_Mar82.pdf,Sony_Micro_Floppy_Disk_Drive_Model_0A-D30V_OEM_Manual_Mar82.pdf,"[{'url': 'http://www.bitsavers.org/pdf/sony/floppy/Sony_Micro_Floppy_Disk_Drive_Model_0A-D30V_OEM_Manual_Mar82.pdf', 'path': 'full/Sony_Micro_Floppy_Disk_Drive_Model_0A-D30V_OEM_Manual_Mar82.pdf.pdf', 'checksum': 'f27a616e9004343f0ec68135e458d81c', 'status': 'downloaded'}]"
http://www.bitsavers.org/pdf/sony/floppy/Sony_Micro_Floppy_Drive_Brochure.pdf,Sony_Micro_Floppy_Drive_Brochure.pdf,"[{'url': 'http://www.bitsavers.org/pdf/sony/floppy/Sony_Micro_Floppy_Drive_Brochure.pdf', 'path': 'full/Sony_Micro_Floppy_Drive_Brochure.pdf.pdf', 'checksum': 'a4d80c2c47d6a3983c9019916e4dfd89', 'status': 'downloaded'}]"
http://www.bitsavers.org/pdf/sony/floppy/Sony_1_2mb_Floppy_Brochure.pdf,Sony_1_2mb_Floppy_Brochure.pdf,"[{'url': 'http://www.bitsavers.org/pdf/sony/floppy/Sony_1_2mb_Floppy_Brochure.pdf', 'path': 'full/Sony_1_2mb_Floppy_Brochure.pdf.pdf', 'checksum': 'c319fc5e6026b68985a8ace11a45c8f6', 'status': 'downloaded'}]"
http://www.bitsavers.org/pdf/sony/floppy/9-975-174-01_MP-F52W_Product_Specifications_Sep85.pdf,9-975-174-01_MP-F52W_Product_Specifications_Sep85.pdf,"[{'url': 'http://www.bitsavers.org/pdf/sony/floppy/9-975-174-01_MP-F52W_Product_Specifications_Sep85.pdf', 'path': 'full/9-975-174-01_MP-F52W_Product_Specifications_Sep85.pdf.pdf', 'checksum': '6d5a571394249ae6bc66d014b7dcdcdb', 'status': 'downloaded'}]"
http://www.bitsavers.org/pdf/sony/floppy/Sony_OA-D32_Microfloppy_Service_Nov83.pdf,Sony_OA-D32_Microfloppy_Service_Nov83.pdf,"[{'url': 'http://www.bitsavers.org/pdf/sony/floppy/Sony_OA-D32_Microfloppy_Service_Nov83.pdf', 'path': 'full/Sony_OA-D32_Microfloppy_Service_Nov83.pdf.pdf', 'checksum': '1eb4821af9ff103f049aaf3a8966cf02', 'status': 'downloaded'}]"
